v(v_in),v(out),v(c1),v(c2),v(tail)
1.386000000000001009e+00,5.012999835885841105e-08,4.999999912487370857e+00,3.137282232810485905e+00,1.868893565744743857e+00
1.388000000000001011e+00,5.012999835891426890e-08,4.999999912496771337e+00,3.137282232828504824e+00,1.868893565745342045e+00
1.390000000000001013e+00,5.012999835897011352e-08,4.999999912506169153e+00,3.137282232866304810e+00,1.868893565745558316e+00
1.392000000000001014e+00,5.012999835902595152e-08,4.999999912515568745e+00,3.137282232888956468e+00,1.868893565745875174e+00
1.394000000000001016e+00,5.012999835908179614e-08,4.999999912524970114e+00,3.137282232863974230e+00,1.868893565745533447e+00
1.396000000000001018e+00,5.012999835913764737e-08,4.999999912534369706e+00,3.137282232877218302e+00,1.868893565745691321e+00
1.398000000000001020e+00,5.012999835919349860e-08,4.999999912543770186e+00,3.137282232879094135e+00,1.868893565745737062e+00
1.400000000000001021e+00,5.012999835924933661e-08,4.999999912553169779e+00,3.137282232913086055e+00,1.868893565746216678e+00
1.402000000000001023e+00,5.012999835930521431e-08,4.999999912562570259e+00,3.137282232916979385e+00,1.868893565746301944e+00
1.404000000000001025e+00,5.012999835936103907e-08,4.999999912571968963e+00,3.137282232958559458e+00,1.868893565746880814e+00
1.406000000000001027e+00,5.012999835941688369e-08,4.999999912581369443e+00,3.137282232938863658e+00,1.868893565746635677e+00
1.408000000000001029e+00,5.012999835947274154e-08,4.999999912590768147e+00,3.137282232952761873e+00,1.868893565746798657e+00
1.410000000000001030e+00,5.012999835952857954e-08,4.999999912600166851e+00,3.137282232942444793e+00,1.868893565746670982e+00
1.412000000000001032e+00,5.012999835958443078e-08,4.999999912609569108e+00,3.137282232965778572e+00,1.868893565746988283e+00
1.414000000000001034e+00,5.012999835964027540e-08,4.999999912618966924e+00,3.137282232967427031e+00,1.868893565747036467e+00
1.416000000000001036e+00,5.012999835969611340e-08,4.999999912628368293e+00,3.137282232946594362e+00,1.868893565746734264e+00
1.418000000000001037e+00,5.012999835975197787e-08,4.999999912637768773e+00,3.137282233017959943e+00,1.868893565747725916e+00
1.420000000000001039e+00,5.012999835980780925e-08,4.999999912647167477e+00,3.137282232996956743e+00,1.868893565747499430e+00
1.422000000000001041e+00,5.012999835986367372e-08,4.999999912656567957e+00,3.137282233013639843e+00,1.868893565747690388e+00
1.424000000000001043e+00,5.012999835991953157e-08,4.999999912665968438e+00,3.137282233016140953e+00,1.868893565747745011e+00
1.426000000000001044e+00,5.012999835997536957e-08,4.999999912675367142e+00,3.137282232998150455e+00,1.868893565747488106e+00
1.428000000000001046e+00,5.012999836003123404e-08,4.999999912684767622e+00,3.137282233070680881e+00,1.868893565748499075e+00
1.430000000000001048e+00,5.012999836008707204e-08,4.999999912694168103e+00,3.137282233031630341e+00,1.868893565748016350e+00
1.432000000000001050e+00,5.012999836014292328e-08,4.999999912703566807e+00,3.137282233050842972e+00,1.868893565748228180e+00
1.434000000000001052e+00,5.012999836019875466e-08,4.999999912712966399e+00,3.137282233049762947e+00,1.868893565748240615e+00
1.436000000000001053e+00,5.012999836025461251e-08,4.999999912722366879e+00,3.137282233064911274e+00,1.868893565748449781e+00
1.438000000000001055e+00,5.012999836031047698e-08,4.999999912731767360e+00,3.137282233079093707e+00,1.868893565748662944e+00
1.440000000000001057e+00,5.012999836036631498e-08,4.999999912741166064e+00,3.137282233071021942e+00,1.868893565748555918e+00
1.442000000000001059e+00,5.012999836042216622e-08,4.999999912750566544e+00,3.137282233093218853e+00,1.868893565748857455e+00
1.444000000000001060e+00,5.012999836047799098e-08,4.999999912759964360e+00,3.137282233105127105e+00,1.868893565749047969e+00
1.446000000000001062e+00,5.012999836053388192e-08,4.999999912769366617e+00,3.137282233109504048e+00,1.868893565749112806e+00
1.448000000000001064e+00,5.012999836058970669e-08,4.999999912778765321e+00,3.137282233126840847e+00,1.868893565749356611e+00
1.450000000000001066e+00,5.012999836064555130e-08,4.999999912788164025e+00,3.137282233128972475e+00,1.868893565749399688e+00
1.452000000000001068e+00,5.012999836070138930e-08,4.999999912797564505e+00,3.137282233151538868e+00,1.868893565749716323e+00
1.454000000000001069e+00,5.012999836075724716e-08,4.999999912806964986e+00,3.137282233149435662e+00,1.868893565749704333e+00
1.456000000000001071e+00,5.012999836081308516e-08,4.999999912816363690e+00,3.137282233143524390e+00,1.868893565749609964e+00
1.458000000000001073e+00,5.012999836086893639e-08,4.999999912825763282e+00,3.137282233159838007e+00,1.868893565749835561e+00
1.460000000000001075e+00,5.012999836092480086e-08,4.999999912835164650e+00,3.137282233161259093e+00,1.868893565749873753e+00
1.462000000000001076e+00,5.012999836098063886e-08,4.999999912844564243e+00,3.137282233193431580e+00,1.868893565750325836e+00
1.464000000000001078e+00,5.012999836103649010e-08,4.999999912853963835e+00,3.137282233198121162e+00,1.868893565750418206e+00
1.466000000000001080e+00,5.012999836109234795e-08,4.999999912863364315e+00,3.137282233191641012e+00,1.868893565750318064e+00
1.468000000000001082e+00,5.012999836114818595e-08,4.999999912872763019e+00,3.137282233212615790e+00,1.868893565750607388e+00
1.470000000000001084e+00,5.012999836120401733e-08,4.999999912882162612e+00,3.137282233241008633e+00,1.868893565751030827e+00
1.472000000000001085e+00,5.012999836125986857e-08,4.999999912891563092e+00,3.137282233223728678e+00,1.868893565750803676e+00
1.474000000000001087e+00,5.012999836131573304e-08,4.999999912900962684e+00,3.137282233241520224e+00,1.868893565751027941e+00
1.476000000000001089e+00,5.012999836137157104e-08,4.999999912910362276e+00,3.137282233228077200e+00,1.868893565750858299e+00
1.478000000000001091e+00,5.012999836142742227e-08,4.999999912919761869e+00,3.137282233251865282e+00,1.868893565751178265e+00
1.480000000000001092e+00,5.012999836148326027e-08,4.999999912929160573e+00,3.137282233253115837e+00,1.868893565751222452e+00
1.482000000000001094e+00,5.012999836153912474e-08,4.999999912938561941e+00,3.137282233250898944e+00,1.868893565751183150e+00
1.484000000000001096e+00,5.012999836159496936e-08,4.999999912947961533e+00,3.137282233280854982e+00,1.868893565751604369e+00
1.486000000000001098e+00,5.012999836165081398e-08,4.999999912957359349e+00,3.137282233295605405e+00,1.868893565751840846e+00
1.488000000000001100e+00,5.012999836170666521e-08,4.999999912966760718e+00,3.137282233310555224e+00,1.868893565752054453e+00
1.490000000000001101e+00,5.012999836176251645e-08,4.999999912976160310e+00,3.137282233300920264e+00,1.868893565751923891e+00
1.492000000000001103e+00,5.012999836181836768e-08,4.999999912985560790e+00,3.137282233318257063e+00,1.868893565752155261e+00
1.494000000000001105e+00,5.012999836187419906e-08,4.999999912994959494e+00,3.137282233306036172e+00,1.868893565752000940e+00
1.496000000000001107e+00,5.012999836193005030e-08,4.999999913004359087e+00,3.137282233336702308e+00,1.868893565752418384e+00
1.498000000000001108e+00,5.012999836198590153e-08,4.999999913013758679e+00,3.137282233335963344e+00,1.868893565752439478e+00
1.500000000000001110e+00,5.012999836204174615e-08,4.999999913023158271e+00,3.137282233347019389e+00,1.868893565752584252e+00
1.502000000000001112e+00,5.012999836209758415e-08,4.999999913032558752e+00,3.137282233372712170e+00,1.868893565752957064e+00
1.504000000000001114e+00,5.012999836215344862e-08,4.999999913041957456e+00,3.137282233363134054e+00,1.868893565752840491e+00
1.506000000000001116e+00,5.012999836220928000e-08,4.999999913051357048e+00,3.137282233382574059e+00,1.868893565753096508e+00
1.508000000000001117e+00,5.012999836226513124e-08,4.999999913060756640e+00,3.137282233389310004e+00,1.868893565753212638e+00
1.510000000000001119e+00,5.012999836232097586e-08,4.999999913070156232e+00,3.137282233385501495e+00,1.868893565753157793e+00
1.512000000000001121e+00,5.012999836237683371e-08,4.999999913079556713e+00,3.137282233386098351e+00,1.868893565753158681e+00
1.514000000000001123e+00,5.012999836243265847e-08,4.999999913088955417e+00,3.137282233418015043e+00,1.868893565753613650e+00
1.516000000000001124e+00,5.012999836248852294e-08,4.999999913098355009e+00,3.137282233430492173e+00,1.868893565753818597e+00
1.518000000000001126e+00,5.012999836254436094e-08,4.999999913107755489e+00,3.137282233413780652e+00,1.868893565753581010e+00
1.520000000000001128e+00,5.012999836260021218e-08,4.999999913117155081e+00,3.137282233425688904e+00,1.868893565753728003e+00
1.522000000000001130e+00,5.012999836265607003e-08,4.999999913126553786e+00,3.137282233448908997e+00,1.868893565754074615e+00
1.524000000000001132e+00,5.012999836271191465e-08,4.999999913135953378e+00,3.137282233439870893e+00,1.868893565753963149e+00
1.526000000000001133e+00,5.012999836276776588e-08,4.999999913145352970e+00,3.137282233464711023e+00,1.868893565754298658e+00
1.528000000000001135e+00,5.012999836282361050e-08,4.999999913154751674e+00,3.137282233480257254e+00,1.868893565754542907e+00
1.530000000000001137e+00,5.012999836287944850e-08,4.999999913164153043e+00,3.137282233474147031e+00,1.868893565754460973e+00
1.532000000000001139e+00,5.012999836293528650e-08,4.999999913173551747e+00,3.137282233493984940e+00,1.868893565754730091e+00
1.534000000000001140e+00,5.012999836299115097e-08,4.999999913182952227e+00,3.137282233502226791e+00,1.868893565754865982e+00
1.536000000000001142e+00,5.012999836304700882e-08,4.999999913192351819e+00,3.137282233500919393e+00,1.868893565754847552e+00
1.538000000000001144e+00,5.012999836310284021e-08,4.999999913201749635e+00,3.137282233514419705e+00,1.868893565755033848e+00
1.540000000000001146e+00,5.012999836315865174e-08,4.999999913211149227e+00,3.137282233523798425e+00,1.868893565755179065e+00
1.542000000000001148e+00,5.012999836321453606e-08,4.999999913220549708e+00,3.137282233537781906e+00,1.868893565755380681e+00
1.544000000000001149e+00,5.012999836327035421e-08,4.999999913229947524e+00,3.137282233548183807e+00,1.868893565755536557e+00
1.546000000000001151e+00,5.012999836332622529e-08,4.999999913239346228e+00,3.137282233568277512e+00,1.868893565755825437e+00
1.548000000000001153e+00,5.012999836338205668e-08,4.999999913248747596e+00,3.137282233551111243e+00,1.868893565755595398e+00
1.550000000000001155e+00,5.012999836343792115e-08,4.999999913258148077e+00,3.137282233591298652e+00,1.868893565756142516e+00
1.552000000000001156e+00,5.012999836349374591e-08,4.999999913267545892e+00,3.137282233601985215e+00,1.868893565755969544e+00
1.554000000000001158e+00,5.012999836354960376e-08,4.999999913276946373e+00,3.137282233581408342e+00,1.868893565756014397e+00
1.556000000000001160e+00,5.012999836360544838e-08,4.999999913286345077e+00,3.137282233589053337e+00,1.868893565756132080e+00
1.558000000000001162e+00,5.012999836366129962e-08,4.999999913295742893e+00,3.137282233624778982e+00,1.868893565756643671e+00
1.560000000000001164e+00,5.012999836371713100e-08,4.999999913305142485e+00,3.137282233647685992e+00,1.868893565756632791e+00
1.562000000000001165e+00,5.012999836377298223e-08,4.999999913314542077e+00,3.137282233639728357e+00,1.868893565756868602e+00
1.564000000000001167e+00,5.012999836382883347e-08,4.999999913323941669e+00,3.137282233673179821e+00,1.868893565756993391e+00
1.566000000000001169e+00,5.012999836388467147e-08,4.999999913333341262e+00,3.137282233678437837e+00,1.868893565757066666e+00
1.568000000000001171e+00,5.012999836394051609e-08,4.999999913342740854e+00,3.137282233679802079e+00,1.868893565757087760e+00
1.570000000000001172e+00,5.012999836399635409e-08,4.999999913352138670e+00,3.137282233693529321e+00,1.868893565757282271e+00
1.572000000000001174e+00,5.012999836405220532e-08,4.999999913361540038e+00,3.137282233703846401e+00,1.868893565757439257e+00
1.574000000000001176e+00,5.012999836410805656e-08,4.999999913370938742e+00,3.137282233716550461e+00,1.868893565757624220e+00
1.576000000000001178e+00,5.012999836416390779e-08,4.999999913380336558e+00,3.137282233743863280e+00,1.868893565758018571e+00
1.578000000000001180e+00,5.012999836421974579e-08,4.999999913389736150e+00,3.137282233722575864e+00,1.868893565757735242e+00
1.580000000000001181e+00,5.012999836427558379e-08,4.999999913399134854e+00,3.137282233746478077e+00,1.868893565758044550e+00
1.582000000000001183e+00,5.012999836433142841e-08,4.999999913408533558e+00,3.137282233754947303e+00,1.868893565758193098e+00
1.584000000000001185e+00,5.012999836438725979e-08,4.999999913417932262e+00,3.137282233766003348e+00,1.868893565758348529e+00
1.586000000000001187e+00,5.012999836444311103e-08,4.999999913427333631e+00,3.137282233779417950e+00,1.868893565758544595e+00
1.588000000000001188e+00,5.012999836449894241e-08,4.999999913436730559e+00,3.137282233776831575e+00,1.868893565758514841e+00
1.590000000000001190e+00,5.012999836455478041e-08,4.999999913446130151e+00,3.137282233784988605e+00,1.868893565758623643e+00
1.592000000000001192e+00,5.012999836461064488e-08,4.999999913455529743e+00,3.137282233792008768e+00,1.868893565758730224e+00
1.594000000000001194e+00,5.012999836466648288e-08,4.999999913464926671e+00,3.137282233786523378e+00,1.868893565758655617e+00
1.596000000000001195e+00,5.012999836472232088e-08,4.999999913474325375e+00,3.137282233812983545e+00,1.868893565759022435e+00
1.598000000000001197e+00,5.012999836477817873e-08,4.999999913483726743e+00,3.137282233821907518e+00,1.868893565759174313e+00
1.600000000000001199e+00,5.012999836483402335e-08,4.999999913493123671e+00,3.137282233824039146e+00,1.868893565759203623e+00
1.602000000000001201e+00,5.012999836488984150e-08,4.999999913502522375e+00,3.137282233833588840e+00,1.868893565759336184e+00
1.604000000000001203e+00,5.012999836494569935e-08,4.999999913511921967e+00,3.137282233855643199e+00,1.868893565759656372e+00
1.606000000000001204e+00,5.012999836500154397e-08,4.999999913521320671e+00,3.137282233873577297e+00,1.868893565759927267e+00
1.608000000000001206e+00,5.012999836505736873e-08,4.999999913530718487e+00,3.137282233875538395e+00,1.868893565759960129e+00
1.610000000000001208e+00,5.012999836511321335e-08,4.999999913540117191e+00,3.137282233890402505e+00,1.868893565760165520e+00
1.612000000000001210e+00,5.012999836516905797e-08,4.999999913549515007e+00,3.137282233898502248e+00,1.868893565760292974e+00
1.614000000000001211e+00,5.012999836522488273e-08,4.999999913558913711e+00,3.137282233897110029e+00,1.868893565760273878e+00
1.616000000000001213e+00,5.012999836528072735e-08,4.999999913568312415e+00,3.137282233908933016e+00,1.868893565760437525e+00
1.618000000000001215e+00,5.012999836533657197e-08,4.999999913577711119e+00,3.137282233914020502e+00,1.868893565760519460e+00
1.620000000000001217e+00,5.012999836539241659e-08,4.999999913587108935e+00,3.137282233909046703e+00,1.868893565760449738e+00
1.622000000000001219e+00,5.012999836544824797e-08,4.999999913596508527e+00,3.137282233948097243e+00,1.868893565760996189e+00
1.624000000000001220e+00,5.012999836550408597e-08,4.999999913605906343e+00,3.137282233940622334e+00,1.868893565760927356e+00
1.626000000000001222e+00,5.012999836555993720e-08,4.999999913615305047e+00,3.137282233938889053e+00,1.868893565760880948e+00
1.628000000000001224e+00,5.012999836561578182e-08,4.999999913624702863e+00,3.137282233936700582e+00,1.868893565760849862e+00
1.630000000000001226e+00,5.012999836567162644e-08,4.999999913634101567e+00,3.137282233979445945e+00,1.868893565761455156e+00
1.632000000000001227e+00,5.012999836572745120e-08,4.999999913643498495e+00,3.137282233971800505e+00,1.868893565761385878e+00
1.634000000000001229e+00,5.012999836578329582e-08,4.999999913652897199e+00,3.137282233995873248e+00,1.868893565761703179e+00
1.636000000000001231e+00,5.012999836583912059e-08,4.999999913662295015e+00,3.137282233991467884e+00,1.868893565761663433e+00
1.638000000000001233e+00,5.012999836589495859e-08,4.999999913671691942e+00,3.137282234007809922e+00,1.868893565761882813e+00
1.640000000000001235e+00,5.012999836595079659e-08,4.999999913681089758e+00,3.137282234007696236e+00,1.868893565761895914e+00
1.642000000000001236e+00,5.012999836600661473e-08,4.999999913690486686e+00,3.137282234014659554e+00,1.868893565761989173e+00
1.644000000000001238e+00,5.012999836606244612e-08,4.999999913699885390e+00,3.137282234014602711e+00,1.868893565761994280e+00
1.646000000000001240e+00,5.012999836611829735e-08,4.999999913709283206e+00,3.137282234025800420e+00,1.868893565762151043e+00
1.648000000000001242e+00,5.012999836617414197e-08,4.999999913718681022e+00,3.137282234043393014e+00,1.868893565762409281e+00
1.650000000000001243e+00,5.012999836622996673e-08,4.999999913728077061e+00,3.137282234038789142e+00,1.868893565762355546e+00
1.652000000000001245e+00,5.012999836628580473e-08,4.999999913737474877e+00,3.137282234052914287e+00,1.868893565762544728e+00
1.654000000000001247e+00,5.012999836634164273e-08,4.999999913746871805e+00,3.137282234083097698e+00,1.868893565762985487e+00
1.656000000000001249e+00,5.012999836639746750e-08,4.999999913756268732e+00,3.137282234075452259e+00,1.868893565762898668e+00
1.658000000000001251e+00,5.012999836645329888e-08,4.999999913765664772e+00,3.137282234107056311e+00,1.868893565763328768e+00
1.660000000000001252e+00,5.012999836650913688e-08,4.999999913775061700e+00,3.137282234090174260e+00,1.868893565763118270e+00
1.662000000000001254e+00,5.012999836656494179e-08,4.999999913784458627e+00,3.137282234122716673e+00,1.868893565763553033e+00
1.664000000000001256e+00,5.012999836662077979e-08,4.999999913793855555e+00,3.137282234095744915e+00,1.868893565763205089e+00
1.666000000000001258e+00,5.012999836667659794e-08,4.999999913803250706e+00,3.137282234113479618e+00,1.868893565763421138e+00
1.668000000000001259e+00,5.012999836673241609e-08,4.999999913812645858e+00,3.137282234146590465e+00,1.868893565763915854e+00
1.670000000000001261e+00,5.012999836678825409e-08,4.999999913822042785e+00,3.137282234149062710e+00,1.868893565763974696e+00
1.672000000000001263e+00,5.012999836684408547e-08,4.999999913831438825e+00,3.137282234143265125e+00,1.868893565763880105e+00
1.674000000000001265e+00,5.012999836689990362e-08,4.999999913840833976e+00,3.137282234145680970e+00,1.868893565763907638e+00
1.676000000000001267e+00,5.012999836695573500e-08,4.999999913850230016e+00,3.137282234148494275e+00,1.868893565763952047e+00
1.678000000000001268e+00,5.012999836701155977e-08,4.999999913859625167e+00,3.137282234166627326e+00,1.868893565764211617e+00
1.680000000000001270e+00,5.012999836706736468e-08,4.999999913869020318e+00,3.137282234191779651e+00,1.868893565764583098e+00
1.682000000000001272e+00,5.012999836712317621e-08,4.999999913878415470e+00,3.137282234191694386e+00,1.868893565764596865e+00
1.684000000000001274e+00,5.012999836717899436e-08,4.999999913887809733e+00,3.137282234210878595e+00,1.868893565764857989e+00
1.686000000000001275e+00,5.012999836723481912e-08,4.999999913897203996e+00,3.137282234190074348e+00,1.868893565764579545e+00
1.688000000000001277e+00,5.012999836729063065e-08,4.999999913906598259e+00,3.137282234228443212e+00,1.868893565765099130e+00
1.690000000000001279e+00,5.012999836734644219e-08,4.999999913915993410e+00,3.137282234220030386e+00,1.868893565765020082e+00
1.692000000000001281e+00,5.012999836740224048e-08,4.999999913925385009e+00,3.137282234257006142e+00,1.868893565765522569e+00
1.694000000000001283e+00,5.012999836745805863e-08,4.999999913934778384e+00,3.137282234239953560e+00,1.868893565765314735e+00
1.696000000000001284e+00,5.012999836751387678e-08,4.999999913944171759e+00,3.137282234246405288e+00,1.868893565765378684e+00
1.698000000000001286e+00,5.012999836756966845e-08,4.999999913953563357e+00,3.137282234245296841e+00,1.868893565765373355e+00
1.700000000000001288e+00,5.012999836762547337e-08,4.999999913962956732e+00,3.137282234276133508e+00,1.868893565765808118e+00
1.702000000000001290e+00,5.012999836768129813e-08,4.999999913972349219e+00,3.137282234280766247e+00,1.868893565765900711e+00
1.704000000000001291e+00,5.012999836773707658e-08,4.999999913981739041e+00,3.137282234280084126e+00,1.868893565765883613e+00
1.706000000000001293e+00,5.012999836779287487e-08,4.999999913991130640e+00,3.137282234282386284e+00,1.868893565765912035e+00
1.708000000000001295e+00,5.012999836784865993e-08,4.999999914000521350e+00,3.137282234301797867e+00,1.868893565766190035e+00
1.710000000000001297e+00,5.012999836790446484e-08,4.999999914009912061e+00,3.137282234318054641e+00,1.868893565766436948e+00
1.712000000000001299e+00,5.012999836796024329e-08,4.999999914019301883e+00,3.137282234303986339e+00,1.868893565766244436e+00
1.714000000000001300e+00,5.012999836801602835e-08,4.999999914028691705e+00,3.137282234333601316e+00,1.868893565766645226e+00
1.716000000000001302e+00,5.012999836807182003e-08,4.999999914038078863e+00,3.137282234323312657e+00,1.868893565766529541e+00
1.718000000000001304e+00,5.012999836812760509e-08,4.999999914047467797e+00,3.137282234359094701e+00,1.868893565767017817e+00
1.720000000000001306e+00,5.012999836818335706e-08,4.999999914056854067e+00,3.137282234352728683e+00,1.868893565766962084e+00
1.722000000000001307e+00,5.012999836823914874e-08,4.999999914066241224e+00,3.137282234370861289e+00,1.868893565767199449e+00
1.724000000000001309e+00,5.012999836829490071e-08,4.999999914075626606e+00,3.137282234366825406e+00,1.868893565767159926e+00
1.726000000000001311e+00,5.012999836835064607e-08,4.999999914085011987e+00,3.137282234395388780e+00,1.868893565767554277e+00
1.728000000000001313e+00,5.012999836840640466e-08,4.999999914094395592e+00,3.137282234373106604e+00,1.868893565767265175e+00
1.730000000000001315e+00,5.012999836846217648e-08,4.999999914103778309e+00,3.137282234384560109e+00,1.868893565767396847e+00
1.732000000000001316e+00,5.012999836851788875e-08,4.999999914113161026e+00,3.137282234415567750e+00,1.868893565767854703e+00
1.734000000000001318e+00,5.012999836857363411e-08,4.999999914122541078e+00,3.137282234412270832e+00,1.868893565767831833e+00
1.736000000000001320e+00,5.012999836862937285e-08,4.999999914131922019e+00,3.137282234434609851e+00,1.868893565768133147e+00
1.738000000000001322e+00,5.012999836868510497e-08,4.999999914141302071e+00,3.137282234453623531e+00,1.868893565768057874e+00
1.740000000000001323e+00,5.012999836874081724e-08,4.999999914150677682e+00,3.137282234478662613e+00,1.868893565768763532e+00
1.742000000000001325e+00,5.012999836879650965e-08,4.999999914160054182e+00,3.137282234478861564e+00,1.868893565768448006e+00
1.744000000000001327e+00,5.012999836885222854e-08,4.999999914169429793e+00,3.137282234473660392e+00,1.868893565768697806e+00
1.746000000000001329e+00,5.012999836890790110e-08,4.999999914178800964e+00,3.137282234523510738e+00,1.868893565769065512e+00
1.748000000000001330e+00,5.012999836896357367e-08,4.999999914188171246e+00,3.137282234519333191e+00,1.868893565769021103e+00
1.750000000000001332e+00,5.012999836901924623e-08,4.999999914197541528e+00,3.137282234549828797e+00,1.868893565769438991e+00
1.752000000000001334e+00,5.012999836907489232e-08,4.999999914206906482e+00,3.137282234552472016e+00,1.868893565769504495e+00
1.754000000000001336e+00,5.012999836913051857e-08,4.999999914216271435e+00,3.137282234549999327e+00,1.868893565769461196e+00
1.756000000000001338e+00,5.012999836918615804e-08,4.999999914225634612e+00,3.137282234560714311e+00,1.868893565769607967e+00
1.758000000000001339e+00,5.012999836924175781e-08,4.999999914234991572e+00,3.137282234540791137e+00,1.868893565769336185e+00
1.760000000000001341e+00,5.012999836929736420e-08,4.999999914244348531e+00,3.137282234577397411e+00,1.868893565769832898e+00
1.762000000000001343e+00,5.012999836935292427e-08,4.999999914253701938e+00,3.137282234569211958e+00,1.868893565769757181e+00
1.764000000000001345e+00,5.012999836940844463e-08,4.999999914263049128e+00,3.137282234587031926e+00,1.868893565769989662e+00
1.766000000000001346e+00,5.012999836946397823e-08,4.999999914272393653e+00,3.137282234577312146e+00,1.868893565769868648e+00
1.768000000000001348e+00,5.012999836951948536e-08,4.999999914281733737e+00,3.137282234603488096e+00,1.868893565770225473e+00
1.770000000000001350e+00,5.012999836957494616e-08,4.999999914291069381e+00,3.137282234611076248e+00,1.868893565770358922e+00
1.772000000000001352e+00,5.012999836963038050e-08,4.999999914300398807e+00,3.137282234606983522e+00,1.868893565770298304e+00
1.774000000000001354e+00,5.012999836968576851e-08,4.999999914309722904e+00,3.137282234624235500e+00,1.868893565770534115e+00
1.776000000000001355e+00,5.012999836974111021e-08,4.999999914319039895e+00,3.137282234670391023e+00,1.868893565771206244e+00
1.778000000000001357e+00,5.012999836979642543e-08,4.999999914328349782e+00,3.137282234667662983e+00,1.868893565771202026e+00
1.780000000000001359e+00,5.012999836985169433e-08,4.999999914337650786e+00,3.137282234660387026e+00,1.868893565771078347e+00
1.782000000000001361e+00,5.012999836990689044e-08,4.999999914346942020e+00,3.137282234688438809e+00,1.868893565771468701e+00
1.784000000000001362e+00,5.012999836996205346e-08,4.999999914356225261e+00,3.137282234664394487e+00,1.868893565771155396e+00
1.786000000000001364e+00,5.012999837001713045e-08,4.999999914365494291e+00,3.137282234693270055e+00,1.868893565771533760e+00
1.788000000000001366e+00,5.012999837007213465e-08,4.999999914374751775e+00,3.137282234690541571e+00,1.868893565771527321e+00
1.790000000000001368e+00,5.012999837012703298e-08,4.999999914383993271e+00,3.137282234720469187e+00,1.868893565771940768e+00
1.792000000000001370e+00,5.012999837018183865e-08,4.999999914393217892e+00,3.137282234737408082e+00,1.868893565772207666e+00
1.794000000000001371e+00,5.012999837023655831e-08,4.999999914402427414e+00,3.137282234719616536e+00,1.868893565771958087e+00
1.796000000000001373e+00,5.012999837029121178e-08,4.999999914411623614e+00,3.137282234740875531e+00,1.868893565772236531e+00
1.798000000000001375e+00,5.012999837034571968e-08,4.999999914420802938e+00,3.137282234759917632e+00,1.868893565772532295e+00
1.800000000000001377e+00,5.012999837040014816e-08,4.999999914429961834e+00,3.137282234741415543e+00,1.868893565772278498e+00
1.802000000000001378e+00,5.012999837045445753e-08,4.999999914439103854e+00,3.137282234750794707e+00,1.868893565772386189e+00
1.804000000000001380e+00,5.012999837050866102e-08,4.999999914448224558e+00,3.137282234763555611e+00,1.868893565772582033e+00
1.806000000000001382e+00,5.012999837056271893e-08,4.999999914457323946e+00,3.137282234765971456e+00,1.868893565772625998e+00
1.808000000000001384e+00,5.012999837061664449e-08,4.999999914466397577e+00,3.137282234793312696e+00,1.868893565773010135e+00
1.810000000000001386e+00,5.012999837067039138e-08,4.999999914475444562e+00,3.137282234793824287e+00,1.868893565773040999e+00
1.812000000000001387e+00,5.012999837072396621e-08,4.999999914484464902e+00,3.137282234801355596e+00,1.868893565773138032e+00
1.814000000000001389e+00,5.012999837077737561e-08,4.999999914493453268e+00,3.137282234780437662e+00,1.868893565772845600e+00
1.816000000000001391e+00,5.012999837083059310e-08,4.999999914502408771e+00,3.137282234838388195e+00,1.868893565773646070e+00
1.818000000000001393e+00,5.012999837088359883e-08,4.999999914511330523e+00,3.137282234854304352e+00,1.868893565773930954e+00
1.820000000000001394e+00,5.012999837093636634e-08,4.999999914520209643e+00,3.137282234850581109e+00,1.868893565773871890e+00
1.822000000000001396e+00,5.012999837098889562e-08,4.999999914529051459e+00,3.137282234856322294e+00,1.868893565773939835e+00
1.824000000000001398e+00,5.012999837104113373e-08,4.999999914537845314e+00,3.137282234857742935e+00,1.868893565773966703e+00
1.826000000000001400e+00,5.012999837109309390e-08,4.999999914546591206e+00,3.137282234848563167e+00,1.868893565773836141e+00
1.828000000000001402e+00,5.012999837114475630e-08,4.999999914555286473e+00,3.137282234898868705e+00,1.868893565774541132e+00
1.830000000000001403e+00,5.012999837119605473e-08,4.999999914563922232e+00,3.137282234904950506e+00,1.868893565774675025e+00
1.832000000000001405e+00,5.012999837124702891e-08,4.999999914572499371e+00,3.137282234905064193e+00,1.868893565774662813e+00
1.834000000000001407e+00,5.012999837129757957e-08,4.999999914581009008e+00,3.137282234905661049e+00,1.868893565774667254e+00
1.836000000000001409e+00,5.012999837134769348e-08,4.999999914589445815e+00,3.137282234908872702e+00,1.868893565774713883e+00
1.838000000000001410e+00,5.012999837139737726e-08,4.999999914597806239e+00,3.137282234923736812e+00,1.868893565774927046e+00
1.840000000000001412e+00,5.012999837144657134e-08,4.999999914606084062e+00,3.137282234957899263e+00,1.868893565775423316e+00
1.842000000000001414e+00,5.012999837149520294e-08,4.999999914614268626e+00,3.137282234936356051e+00,1.868893565775142429e+00
1.844000000000001416e+00,5.012999837154327868e-08,4.999999914622359043e+00,3.137282234986320084e+00,1.868893565775817223e+00
1.846000000000001418e+00,5.012999837159069929e-08,4.999999914630341991e+00,3.137282234968386430e+00,1.868893565775614052e+00
1.848000000000001419e+00,5.012999837163745154e-08,4.999999914638212140e+00,3.137282235009057008e+00,1.868893565776158283e+00
