v(v_in),v(out),v(c1),v(c2),v(tail)
1.850000000000001421e+00,5.012999837168348910e-08,4.999999914645959720e+00,3.137282234995841357e+00,1.868893565776010401e+00
1.852000000000001423e+00,5.012999837172871934e-08,4.999999914653573185e+00,3.137282235026706445e+00,1.868893565776422738e+00
1.854000000000001425e+00,5.012999837177310916e-08,4.999999914661043654e+00,3.137282235007976983e+00,1.868893565776186927e+00
1.856000000000001426e+00,5.012999837181657915e-08,4.999999914668360468e+00,3.137282235019033028e+00,1.868893565776317045e+00
1.858000000000001428e+00,5.012999837185904330e-08,4.999999914675508528e+00,3.137282235041315204e+00,1.868893565776648336e+00
1.860000000000001430e+00,5.012999837190043542e-08,4.999999914682475399e+00,3.137282235054843493e+00,1.868893565776857280e+00
1.862000000000001432e+00,5.012999837194068272e-08,4.999999914689247760e+00,3.137282235063171054e+00,1.868893565776977406e+00
1.864000000000001434e+00,5.012999837197964623e-08,4.999999914695806957e+00,3.137282235071896075e+00,1.868893565777102195e+00
1.866000000000001435e+00,5.012999837201725979e-08,4.999999914702137893e+00,3.137282235090057103e+00,1.868893565777363763e+00
1.868000000000001437e+00,5.012999837205343074e-08,4.999999914708224580e+00,3.137282235056463531e+00,1.868893565776899912e+00
1.870000000000001439e+00,5.012999837208800689e-08,4.999999914714043037e+00,3.137282235102022643e+00,1.868893565777509425e+00
1.872000000000001441e+00,5.012999837212086912e-08,4.999999914719574612e+00,3.137282235123821650e+00,1.868893565777871135e+00
1.874000000000001442e+00,5.012999837215188509e-08,4.999999914724793548e+00,3.137282235147922815e+00,1.868893565778217081e+00
1.876000000000001444e+00,5.012999837218088935e-08,4.999999914729678530e+00,3.137282235171199307e+00,1.868893565778556587e+00
1.878000000000001446e+00,5.012999837220775618e-08,4.999999914734200246e+00,3.137282235169977618e+00,1.868893565778550370e+00
1.880000000000001448e+00,5.012999837223229366e-08,4.999999914738330276e+00,3.137282235184642776e+00,1.868893565778747767e+00
1.882000000000001450e+00,5.012999837225431652e-08,4.999999914742034868e+00,3.137282235181118484e+00,1.868893565778710020e+00
1.884000000000001451e+00,5.012999837227361299e-08,4.999999914745282936e+00,3.137282235204509107e+00,1.868893565779034205e+00
1.886000000000001453e+00,5.012999837228997131e-08,4.999999914748036289e+00,3.137282235219572168e+00,1.868893565779268462e+00
1.888000000000001455e+00,5.012999837230314664e-08,4.999999914750254959e+00,3.137282235210733461e+00,1.868893565779148336e+00
1.890000000000001457e+00,5.012999837231292061e-08,4.999999914751898089e+00,3.137282235256547924e+00,1.868893565779783383e+00
1.892000000000001458e+00,5.012999837231894910e-08,4.999999914752915942e+00,3.137282235287612409e+00,1.868893565779902843e+00
1.894000000000001460e+00,5.012999837232102036e-08,4.999999914753262331e+00,3.137282235285622889e+00,1.868893565780227028e+00
1.896000000000001462e+00,5.012999837231873734e-08,4.999999914752878638e+00,3.137282235319529100e+00,1.868893565780360255e+00
1.898000000000001464e+00,5.012999837231180226e-08,4.999999914751710683e+00,3.137282235354885263e+00,1.868893565780858523e+00
1.900000000000001465e+00,5.012999837229981145e-08,4.999999914749691854e+00,3.137282235391406271e+00,1.868893565781404753e+00
1.902000000000001467e+00,5.012999837228236125e-08,4.999999914746756424e+00,3.137282235395754793e+00,1.868893565781484911e+00
1.904000000000001469e+00,5.012999837225902814e-08,4.999999914742828899e+00,3.137282235437192757e+00,1.868893565782061117e+00
1.906000000000001471e+00,5.012999837222934228e-08,4.999999914737832007e+00,3.137282235429348365e+00,1.868893565781983179e+00
1.908000000000001473e+00,5.012999837219276766e-08,4.999999914731676043e+00,3.137282235503755068e+00,1.868893565783015243e+00
1.910000000000001474e+00,5.012999837214876165e-08,4.999999914724268635e+00,3.137282235478715986e+00,1.868893565782728361e+00
1.912000000000001476e+00,5.012999837209672207e-08,4.999999914715512084e+00,3.137282235513474848e+00,1.868893565783170452e+00
1.914000000000001478e+00,5.012999837203603348e-08,4.999999914705297144e+00,3.137282235563183530e+00,1.868893565783911859e+00
1.916000000000001480e+00,5.012999837196596136e-08,4.999999914693503911e+00,3.137282235600926672e+00,1.868893565784480737e+00
1.918000000000001481e+00,5.012999837188579763e-08,4.999999914680010704e+00,3.137282235588392698e+00,1.868893565784315314e+00
1.920000000000001483e+00,5.012999837179467541e-08,4.999999914664673639e+00,3.137282235658109819e+00,1.868893565785276323e+00
1.922000000000001485e+00,5.012999837169173444e-08,4.999999914647349719e+00,3.137282235680278308e+00,1.868893565785656019e+00
1.924000000000001487e+00,5.012999837157606150e-08,4.999999914627878184e+00,3.137282235754201842e+00,1.868893565786699185e+00
1.926000000000001489e+00,5.012999837144658458e-08,4.999999914606085838e+00,3.137282235746243764e+00,1.868893565786639899e+00
1.928000000000001490e+00,5.012999837105165546e-08,4.999999914539905888e+00,3.137282235774380812e+00,1.868893565787002498e+00
1.930000000000001492e+00,5.012999837089121551e-08,4.999999914512899934e+00,3.137282235843926959e+00,1.868893565788013689e+00
1.932000000000001494e+00,5.012999837071336506e-08,4.999999914482966545e+00,3.137282235888320781e+00,1.868893565788696032e+00
1.934000000000001496e+00,5.012999837051673431e-08,4.999999914449871241e+00,3.137282235940786368e+00,1.868893565789452094e+00
1.936000000000001497e+00,5.012999837029982108e-08,4.999999914413361779e+00,3.137282235967842947e+00,1.868893565789863320e+00
1.938000000000001499e+00,5.012999837006096441e-08,4.999999914373160159e+00,3.137282236056175844e+00,1.868893565791117428e+00
1.940000000000001501e+00,5.012999836979842390e-08,4.999999914328974171e+00,3.137282236113131617e+00,1.868893565791627021e+00
1.942000000000001503e+00,5.012999836951032020e-08,4.999999914280482294e+00,3.137282236196803353e+00,1.868893565792806744e+00
1.944000000000001505e+00,5.012999836919455558e-08,4.999999914227335474e+00,3.137282236292724846e+00,1.868893565794224498e+00
1.946000000000001506e+00,5.012999836884891981e-08,4.999999914169162452e+00,3.137282236356587095e+00,1.868893565795182399e+00
1.948000000000001508e+00,5.012999836847101739e-08,4.999999914105557330e+00,3.137282236462967333e+00,1.868893565796708511e+00
1.950000000000001510e+00,5.012999836805828073e-08,4.999999914036086679e+00,3.137282236513329270e+00,1.868893565797488332e+00
1.952000000000001512e+00,5.012999836760784449e-08,4.999999913960277098e+00,3.137282236653928358e+00,1.868893565799485401e+00
1.954000000000001513e+00,5.012999836711674406e-08,4.999999913877618773e+00,3.137282236726715023e+00,1.868893565800617607e+00
1.956000000000001515e+00,5.012999836633416502e-08,4.999999913745844182e+00,3.137282236834828986e+00,1.868893565802159928e+00
1.958000000000001517e+00,5.012999836575160488e-08,4.999999913647792837e+00,3.137282236960819759e+00,1.868893565803644519e+00
1.960000000000001519e+00,5.012999836511771321e-08,4.999999913541106622e+00,3.137282237089197956e+00,1.868893565805512136e+00
1.962000000000001521e+00,5.012999836442842030e-08,4.999999913425089204e+00,3.137282237271036056e+00,1.868893565808162016e+00
1.964000000000001522e+00,5.012999836367923289e-08,4.999999913298991849e+00,3.137282237388301365e+00,1.868893565809933710e+00
1.966000000000001524e+00,5.012999836286533349e-08,4.999999913162006315e+00,3.137282237550557351e+00,1.868893565812264068e+00
1.968000000000001526e+00,5.012999836173400849e-08,4.999999912971534677e+00,3.137282237727393674e+00,1.868893565814864433e+00
1.970000000000001528e+00,5.012999836077471721e-08,4.999999912810073610e+00,3.137282237913352922e+00,1.868893565817227431e+00
1.972000000000001529e+00,5.012999835973380636e-08,4.999999912634877752e+00,3.137282238127022893e+00,1.868893565820326508e+00
1.974000000000001531e+00,5.012999835860473130e-08,4.999999912444845762e+00,3.137282238311760008e+00,1.868893565823067204e+00
1.976000000000001533e+00,5.012999835738045767e-08,4.999999912238786592e+00,3.137282238531028611e+00,1.868893565826253989e+00
1.978000000000001535e+00,5.012999835580577710e-08,4.999999911973693756e+00,3.137282238836754722e+00,1.868893565830341164e+00
1.980000000000001537e+00,5.012999835436744236e-08,4.999999911731606517e+00,3.137282239071712109e+00,1.868893565833832815e+00
1.982000000000001538e+00,5.012999835280904070e-08,4.999999911469311442e+00,3.137282239355269287e+00,1.868893565837945747e+00
1.984000000000001540e+00,5.012999835087336528e-08,4.999999911143459208e+00,3.137282239680463380e+00,1.868893565842343785e+00
1.986000000000001542e+00,5.012999834904505128e-08,4.999999910835734696e+00,3.137282239998524069e+00,1.868893565847003613e+00
1.988000000000001544e+00,5.012999834681474736e-08,4.999999910460641850e+00,3.137282240388575172e+00,1.868893565852326910e+00
1.990000000000001545e+00,5.012999834467138342e-08,4.999999910099893974e+00,3.137282240777603537e+00,1.868893565858035455e+00
1.992000000000001547e+00,5.012999834210377510e-08,4.999999909667677933e+00,3.137282241198406485e+00,1.868893565863832817e+00
1.994000000000001549e+00,5.012999833959268637e-08,4.999999909245039120e+00,3.137282241662210147e+00,1.868893565870598295e+00
1.996000000000001551e+00,5.012999833662780635e-08,4.999999908745961896e+00,3.137282242126582688e+00,1.868893565877065122e+00
1.998000000000001553e+00,5.012999833368753662e-08,4.999999908251085756e+00,3.137282242677753352e+00,1.868893565885080488e+00
2.000000000000001332e+00,5.012999833025898548e-08,4.999999907673964294e+00,3.137282243249130964e+00,1.868893565893121833e+00
2.002000000000001112e+00,5.012999832657025625e-08,4.999999907053055637e+00,3.137282243882410171e+00,1.868893565901996068e+00
2.004000000000000892e+00,5.012999832284797658e-08,4.999999906426557672e+00,3.137282244563777578e+00,1.868893565911603716e+00
2.006000000000000671e+00,5.012999831857453655e-08,4.999999905707237069e+00,3.137282245313782525e+00,1.868893565922205013e+00
2.008000000000000451e+00,5.012999831397000589e-08,4.999999904932536765e+00,3.137282246044460710e+00,1.868893565932573608e+00
2.010000000000000231e+00,5.012999830901409552e-08,4.999999904098348047e+00,3.137282246861453405e+00,1.868893565944483193e+00
2.012000000000000011e+00,5.012999830367527333e-08,4.999999903199711326e+00,3.137282247833569127e+00,1.868893565957968184e+00
2.013999999999999790e+00,5.012999829792276818e-08,4.999999902231446747e+00,3.137282248782748528e+00,1.868893565971543769e+00
2.015999999999999570e+00,5.012999829147581513e-08,4.999999901146244596e+00,3.137282249838479142e+00,1.868893565986588401e+00
2.017999999999999350e+00,5.012999828479050171e-08,4.999999900021327548e+00,3.137282250936869410e+00,1.868893566002327145e+00
2.019999999999999130e+00,5.012999827758655267e-08,4.999999898808771270e+00,3.137282252204734778e+00,1.868893566020104036e+00
2.021999999999998909e+00,5.012999826957152326e-08,4.999999897459641574e+00,3.137282253532824861e+00,1.868893566038839049e+00
2.023999999999998689e+00,5.012999826094760289e-08,4.999999896008031186e+00,3.137282254938646098e+00,1.868893566059040001e+00
2.025999999999998469e+00,5.012999825191034368e-08,4.999999894487260121e+00,3.137282256522384127e+00,1.868893566081463176e+00
2.027999999999998249e+00,5.012999824191795556e-08,4.999999892805318424e+00,3.137282258223301756e+00,1.868893566105639614e+00
2.029999999999998028e+00,5.012999823115772545e-08,4.999999890994147655e+00,3.137282259993765976e+00,1.868893566130845896e+00
2.031999999999997808e+00,5.012999821931746216e-08,4.999999889001481179e+00,3.137282261999102317e+00,1.868893566159028685e+00
2.033999999999997588e+00,5.012999820683155463e-08,4.999999886899857415e+00,3.137282264077395855e+00,1.868893566188765121e+00
2.035999999999997367e+00,5.012999819312689903e-08,4.999999884593397503e+00,3.137282266316324897e+00,1.868893566220422908e+00
2.037999999999997147e+00,5.012999817837926133e-08,4.999999882111041849e+00,3.137282268817154662e+00,1.868893566255865668e+00
2.039999999999996927e+00,5.012999816249849206e-08,4.999999879438318473e+00,3.137282271435079650e+00,1.868893566293148512e+00
2.041999999999996707e+00,5.012999814539983500e-08,4.999999876560264234e+00,3.137282274366830492e+00,1.868893566334516088e+00
2.043999999999996486e+00,5.012999812673161266e-08,4.999999873418322416e+00,3.137282277428664390e+00,1.868893566378292626e+00
2.045999999999996266e+00,5.012999810664134772e-08,4.999999870036689664e+00,3.137282280748448393e+00,1.868893566425387620e+00
2.047999999999996046e+00,5.012999808500847036e-08,4.999999866395767434e+00,3.137282284423240419e+00,1.868893566477287438e+00
2.049999999999995826e+00,5.012999806146473960e-08,4.999999862433171849e+00,3.137282288299878985e+00,1.868893566532613848e+00
2.051999999999995605e+00,5.012999803612403507e-08,4.999999858168120426e+00,3.137282292537550976e+00,1.868893566592397359e+00
2.053999999999995385e+00,5.012999800884187146e-08,4.999999853576306386e+00,3.137282297120141283e+00,1.868893566657612526e+00
2.055999999999995165e+00,5.012999797921474346e-08,4.999999848589748552e+00,3.137282302041739079e+00,1.868893566727472866e+00
2.057999999999994944e+00,5.012999794732155086e-08,4.999999843221789142e+00,3.137282307343866705e+00,1.868893566802854789e+00
2.059999999999994724e+00,5.012999791273269576e-08,4.999999837400062930e+00,3.137282313093313846e+00,1.868893566884420432e+00
2.061999999999994504e+00,5.012999787549890750e-08,4.999999831133164818e+00,3.137282319319894874e+00,1.868893566972604559e+00
2.063999999999994284e+00,5.012999783516010820e-08,4.999999824343602128e+00,3.137282326022188261e+00,1.868893567067760664e+00
2.065999999999994063e+00,5.012999779148359543e-08,4.999999816992555246e+00,3.137282333254790778e+00,1.868893567170306413e+00
2.067999999999993843e+00,5.012999774447181102e-08,4.999999809080144075e+00,3.137282341082616721e+00,1.868893567281543433e+00
2.069999999999993623e+00,5.012999769361222724e-08,4.999999800519700166e+00,3.137282349538236481e+00,1.868893567401635369e+00
2.071999999999993403e+00,5.012999763860915681e-08,4.999999791262150772e+00,3.137282358706856566e+00,1.868893567531763944e+00
2.073999999999993182e+00,5.012999757940028325e-08,4.999999781296716073e+00,3.137282368567899660e+00,1.868893567671705336e+00
2.075999999999992962e+00,5.012999751515254304e-08,4.999999770483068318e+00,3.137282379203560456e+00,1.868893567822571544e+00
2.077999999999992742e+00,5.012999744574525382e-08,4.999999758801297212e+00,3.137282390772910823e+00,1.868893567986700033e+00
2.079999999999992522e+00,5.012999737103741771e-08,4.999999746227034692e+00,3.137282403186283375e+00,1.868893568162929064e+00
2.081999999999992301e+00,5.012999729010172554e-08,4.999999732604784697e+00,3.137282416641260507e+00,1.868893568353916734e+00
2.083999999999992081e+00,5.012999720272819915e-08,4.999999717898914398e+00,3.137282431158334717e+00,1.868893568559791163e+00
2.085999999999991861e+00,5.012999710817184660e-08,4.999999701983966816e+00,3.137282446843544292e+00,1.868893568782346692e+00
2.087999999999991640e+00,5.012999700614263853e-08,4.999999684811193390e+00,3.137282463811768007e+00,1.868893569023322376e+00
2.089999999999991420e+00,5.012999689605685010e-08,4.999999666282689326e+00,3.137282482103790127e+00,1.868893569282984224e+00
2.091999999999991200e+00,5.012999677679516699e-08,4.999999646209589699e+00,3.137282501868593698e+00,1.868893569563408130e+00
2.093999999999990980e+00,5.012999664817477567e-08,4.999999624561247025e+00,3.137282523254934841e+00,1.868893569866828086e+00
2.095999999999990759e+00,5.012999650921285321e-08,4.999999601172527619e+00,3.137282546315677045e+00,1.868893570194433584e+00
2.097999999999990539e+00,5.012999635887386876e-08,4.999999575868722346e+00,3.137282571287454580e+00,1.868893570548491034e+00
2.099999999999990319e+00,5.012999619679812448e-08,4.999999548589407539e+00,3.137282598245611176e+00,1.868893570931270842e+00
2.101999999999990099e+00,5.012999602131667428e-08,4.999999519053846875e+00,3.137282627341603458e+00,1.868893571344262483e+00
2.103999999999989878e+00,5.012999583192998051e-08,4.999999487177728241e+00,3.137282658786031853e+00,1.868893571790476438e+00
